K_cap,group_size,max_offspring,threshold,type,beta,rep,extinct,time_to_extinction
500,1,6,0,FALSE,2,50,1,366
1000,1,6,0,FALSE,2,50,1,360
250,3,6,0,FALSE,2,50,1,423
500,3,6,0,FALSE,2,50,1,393
1000,3,6,0,FALSE,2,50,1,407
250,5,6,0,FALSE,2,50,1,387
500,5,6,0,FALSE,2,50,1,436
1000,5,6,0,FALSE,2,50,1,438
250,10,6,0,FALSE,2,50,1,449
500,10,6,0,FALSE,2,50,0,NA
1000,10,6,0,FALSE,2,50,0,NA
250,1,10,0,FALSE,2,50,1,497
500,1,10,0,FALSE,2,50,1,422
1000,1,10,0,FALSE,2,50,1,430
250,3,10,0,FALSE,2,50,0,NA
500,3,10,0,FALSE,2,50,0,NA
1000,3,10,0,FALSE,2,50,0,NA
250,5,10,0,FALSE,2,50,1,384
500,5,10,0,FALSE,2,50,0,NA
1000,5,10,0,FALSE,2,50,0,NA
250,10,10,0,FALSE,2,50,0,NA
500,10,10,0,FALSE,2,50,0,NA
1000,10,10,0,FALSE,2,50,0,NA
250,1,3,0.25,FALSE,2,50,1,279
500,1,3,0.25,FALSE,2,50,1,323
1000,1,3,0.25,FALSE,2,50,1,357
250,3,3,0.25,FALSE,2,50,1,358
500,3,3,0.25,FALSE,2,50,1,340
1000,3,3,0.25,FALSE,2,50,1,375
250,5,3,0.25,FALSE,2,50,1,313
500,5,3,0.25,FALSE,2,50,1,359
1000,5,3,0.25,FALSE,2,50,1,397
250,10,3,0.25,FALSE,2,50,1,371
500,10,3,0.25,FALSE,2,50,1,466
1000,10,3,0.25,FALSE,2,50,1,454
250,1,6,0.25,FALSE,2,50,1,371
500,1,6,0.25,FALSE,2,50,1,390
1000,1,6,0.25,FALSE,2,50,1,476
250,3,6,0.25,FALSE,2,50,1,378
500,3,6,0.25,FALSE,2,50,1,432
1000,3,6,0.25,FALSE,2,50,1,367
250,5,6,0.25,FALSE,2,50,1,415
500,5,6,0.25,FALSE,2,50,1,455
1000,5,6,0.25,FALSE,2,50,1,426
250,10,6,0.25,FALSE,2,50,1,486
500,10,6,0.25,FALSE,2,50,0,NA
1000,10,6,0.25,FALSE,2,50,0,NA
250,1,10,0.25,FALSE,2,50,1,368
500,1,10,0.25,FALSE,2,50,1,417
1000,1,10,0.25,FALSE,2,50,1,445
250,3,10,0.25,FALSE,2,50,1,449
500,3,10,0.25,FALSE,2,50,1,411
1000,3,10,0.25,FALSE,2,50,1,386
250,5,10,0.25,FALSE,2,50,1,474
500,5,10,0.25,FALSE,2,50,1,429
1000,5,10,0.25,FALSE,2,50,0,NA
250,10,10,0.25,FALSE,2,50,0,NA
500,10,10,0.25,FALSE,2,50,0,NA
1000,10,10,0.25,FALSE,2,50,0,NA
250,1,3,0.5,FALSE,2,50,1,306
500,1,3,0.5,FALSE,2,50,1,340
1000,1,3,0.5,FALSE,2,50,1,337
250,3,3,0.5,FALSE,2,50,1,337
500,3,3,0.5,FALSE,2,50,1,322
1000,3,3,0.5,FALSE,2,50,1,331
250,5,3,0.5,FALSE,2,50,1,336
500,5,3,0.5,FALSE,2,50,1,353
1000,5,3,0.5,FALSE,2,50,1,404
250,10,3,0.5,FALSE,2,50,1,326
500,10,3,0.5,FALSE,2,50,1,338
1000,10,3,0.5,FALSE,2,50,1,363
250,1,6,0.5,FALSE,2,50,1,380
500,1,6,0.5,FALSE,2,50,1,348
1000,1,6,0.5,FALSE,2,50,1,427
250,3,6,0.5,FALSE,2,50,1,335
500,3,6,0.5,FALSE,2,50,1,362
1000,3,6,0.5,FALSE,2,50,1,407
250,5,6,0.5,FALSE,2,50,1,383
500,5,6,0.5,FALSE,2,50,1,362
1000,5,6,0.5,FALSE,2,50,1,383
250,10,6,0.5,FALSE,2,50,1,379
500,10,6,0.5,FALSE,2,50,1,368
1000,10,6,0.5,FALSE,2,50,1,445
250,1,10,0.5,FALSE,2,50,1,401
500,1,10,0.5,FALSE,2,50,1,476
1000,1,10,0.5,FALSE,2,50,1,370
250,3,10,0.5,FALSE,2,50,1,401
500,3,10,0.5,FALSE,2,50,1,367
1000,3,10,0.5,FALSE,2,50,1,425
250,5,10,0.5,FALSE,2,50,1,420
500,5,10,0.5,FALSE,2,50,1,428
1000,5,10,0.5,FALSE,2,50,1,470
250,10,10,0.5,FALSE,2,50,1,464
500,10,10,0.5,FALSE,2,50,1,450
1000,10,10,0.5,FALSE,2,50,0,NA
250,1,3,1,FALSE,2,50,1,310
500,1,3,1,FALSE,2,50,1,362
1000,1,3,1,FALSE,2,50,1,358
250,3,3,1,FALSE,2,50,1,278
500,3,3,1,FALSE,2,50,1,367
1000,3,3,1,FALSE,2,50,1,365
250,5,3,1,FALSE,2,50,1,313
500,5,3,1,FALSE,2,50,1,357
1000,5,3,1,FALSE,2,50,1,379
250,10,3,1,FALSE,2,50,1,308
500,10,3,1,FALSE,2,50,1,332
1000,10,3,1,FALSE,2,50,1,330
250,1,6,1,FALSE,2,50,1,408
500,1,6,1,FALSE,2,50,1,344
1000,1,6,1,FALSE,2,50,1,407
250,3,6,1,FALSE,2,50,1,350
500,3,6,1,FALSE,2,50,1,372
1000,3,6,1,FALSE,2,50,1,414
250,5,6,1,FALSE,2,50,1,330
500,5,6,1,FALSE,2,50,1,362
1000,5,6,1,FALSE,2,50,1,395
250,10,6,1,FALSE,2,50,1,370
500,10,6,1,FALSE,2,50,1,361
1000,10,6,1,FALSE,2,50,1,382
250,1,10,1,FALSE,2,50,1,450
500,1,10,1,FALSE,2,50,1,378
1000,1,10,1,FALSE,2,50,1,387
250,3,10,1,FALSE,2,50,1,465
500,3,10,1,FALSE,2,50,1,441
1000,3,10,1,FALSE,2,50,1,429
250,5,10,1,FALSE,2,50,1,362
500,5,10,1,FALSE,2,50,1,464
1000,5,10,1,FALSE,2,50,1,443
250,10,10,1,FALSE,2,50,1,443
500,10,10,1,FALSE,2,50,1,399
1000,10,10,1,FALSE,2,50,1,459
250,1,3,0,TRUE,4,50,1,323
500,1,3,0,TRUE,4,50,1,293
1000,1,3,0,TRUE,4,50,1,346
250,3,3,0,TRUE,4,50,1,340
500,3,3,0,TRUE,4,50,1,347
1000,3,3,0,TRUE,4,50,1,391
250,5,3,0,TRUE,4,50,1,413
500,5,3,0,TRUE,4,50,1,409
1000,5,3,0,TRUE,4,50,1,452
250,10,3,0,TRUE,4,50,1,377
500,10,3,0,TRUE,4,50,1,482
1000,10,3,0,TRUE,4,50,0,NA
250,1,6,0,TRUE,4,50,1,367
500,1,6,0,TRUE,4,50,1,403
1000,1,6,0,TRUE,4,50,1,407
250,3,6,0,TRUE,4,50,1,461
500,3,6,0,TRUE,4,50,1,451
1000,3,6,0,TRUE,4,50,1,469
250,5,6,0,TRUE,4,50,1,376
500,5,6,0,TRUE,4,50,0,NA
1000,5,6,0,TRUE,4,50,0,NA
250,10,6,0,TRUE,4,50,0,NA
500,10,6,0,TRUE,4,50,0,NA
1000,10,6,0,TRUE,4,50,0,NA
250,1,10,0,TRUE,4,50,1,409
500,1,10,0,TRUE,4,50,1,451
1000,1,10,0,TRUE,4,50,1,392
250,3,10,0,TRUE,4,50,0,NA
500,3,10,0,TRUE,4,50,1,473
1000,3,10,0,TRUE,4,50,0,NA
250,5,10,0,TRUE,4,50,1,462
500,5,10,0,TRUE,4,50,0,NA
1000,5,10,0,TRUE,4,50,0,NA
250,10,10,0,TRUE,4,50,0,NA
500,10,10,0,TRUE,4,50,0,NA
1000,10,10,0,TRUE,4,50,0,NA
250,1,3,0.25,TRUE,4,50,1,323
500,1,3,0.25,TRUE,4,50,1,353
1000,1,3,0.25,TRUE,4,50,1,364
250,3,3,0.25,TRUE,4,50,1,325
500,3,3,0.25,TRUE,4,50,1,422
1000,3,3,0.25,TRUE,4,50,1,440
250,5,3,0.25,TRUE,4,50,1,421
500,5,3,0.25,TRUE,4,50,1,418
1000,5,3,0.25,TRUE,4,50,0,NA
250,10,3,0.25,TRUE,4,50,0,NA
500,10,3,0.25,TRUE,4,50,0,NA
1000,10,3,0.25,TRUE,4,50,0,NA
250,1,6,0.25,TRUE,4,50,1,365
500,1,6,0.25,TRUE,4,50,1,359
1000,1,6,0.25,TRUE,4,50,1,387
250,3,6,0.25,TRUE,4,50,1,446
500,3,6,0.25,TRUE,4,50,0,NA
1000,3,6,0.25,TRUE,4,50,0,NA
250,5,6,0.25,TRUE,4,50,0,NA
500,5,6,0.25,TRUE,4,50,0,NA
1000,5,6,0.25,TRUE,4,50,0,NA
250,10,6,0.25,TRUE,4,50,0,NA
500,10,6,0.25,TRUE,4,50,0,NA
1000,10,6,0.25,TRUE,4,50,0,NA
250,1,10,0.25,TRUE,4,50,1,348
500,1,10,0.25,TRUE,4,50,1,416
1000,1,10,0.25,TRUE,4,50,1,468
250,3,10,0.25,TRUE,4,50,0,NA
500,3,10,0.25,TRUE,4,50,0,NA
1000,3,10,0.25,TRUE,4,50,0,NA
250,5,10,0.25,TRUE,4,50,0,NA
500,5,10,0.25,TRUE,4,50,0,NA
1000,5,10,0.25,TRUE,4,50,0,NA
250,10,10,0.25,TRUE,4,50,0,NA
500,10,10,0.25,TRUE,4,50,0,NA
1000,10,10,0.25,TRUE,4,50,0,NA
250,1,3,0.5,TRUE,4,50,1,279
500,1,3,0.5,TRUE,4,50,1,323
1000,1,3,0.5,TRUE,4,50,1,338
250,3,3,0.5,TRUE,4,50,1,402
500,3,3,0.5,TRUE,4,50,1,473
1000,3,3,0.5,TRUE,4,50,0,NA
250,5,3,0.5,TRUE,4,50,0,NA
500,5,3,0.5,TRUE,4,50,0,NA
1000,5,3,0.5,TRUE,4,50,0,NA
250,10,3,0.5,TRUE,4,50,0,NA
500,10,3,0.5,TRUE,4,50,0,NA
1000,10,3,0.5,TRUE,4,50,0,NA
250,1,6,0.5,TRUE,4,50,1,346
500,1,6,0.5,TRUE,4,50,1,354
1000,1,6,0.5,TRUE,4,50,1,404
250,3,6,0.5,TRUE,4,50,1,437
500,3,6,0.5,TRUE,4,50,0,NA
1000,3,6,0.5,TRUE,4,50,0,NA
250,5,6,0.5,TRUE,4,50,0,NA
500,5,6,0.5,TRUE,4,50,0,NA
1000,5,6,0.5,TRUE,4,50,0,NA
250,10,6,0.5,TRUE,4,50,0,NA
500,10,6,0.5,TRUE,4,50,0,NA
1000,10,6,0.5,TRUE,4,50,0,NA
250,1,10,0.5,TRUE,4,50,1,371
500,1,10,0.5,TRUE,4,50,1,429
1000,1,10,0.5,TRUE,4,50,1,399
250,3,10,0.5,TRUE,4,50,0,NA
500,3,10,0.5,TRUE,4,50,0,NA
1000,3,10,0.5,TRUE,4,50,0,NA
250,5,10,0.5,TRUE,4,50,0,NA
500,5,10,0.5,TRUE,4,50,0,NA
1000,5,10,0.5,TRUE,4,50,0,NA
250,10,10,0.5,TRUE,4,50,0,NA
500,10,10,0.5,TRUE,4,50,0,NA
1000,10,10,0.5,TRUE,4,50,0,NA
250,1,3,1,TRUE,4,50,1,291
500,1,3,1,TRUE,4,50,1,337
1000,1,3,1,TRUE,4,50,1,406
250,3,3,1,TRUE,4,50,1,321
500,3,3,1,TRUE,4,50,1,370
1000,3,3,1,TRUE,4,50,1,331
250,5,3,1,TRUE,4,50,1,310
500,5,3,1,TRUE,4,50,1,337
1000,5,3,1,TRUE,4,50,1,324
250,10,3,1,TRUE,4,50,1,340
500,10,3,1,TRUE,4,50,1,366
1000,10,3,1,TRUE,4,50,1,332
250,1,6,1,TRUE,4,50,1,359
500,1,6,1,TRUE,4,50,1,446
1000,1,6,1,TRUE,4,50,1,368
250,3,6,1,TRUE,4,50,1,334
500,3,6,1,TRUE,4,50,1,397
1000,3,6,1,TRUE,4,50,1,434
250,5,6,1,TRUE,4,50,1,382
500,5,6,1,TRUE,4,50,1,371
1000,5,6,1,TRUE,4,50,1,387
250,10,6,1,TRUE,4,50,1,374
500,10,6,1,TRUE,4,50,1,393
1000,10,6,1,TRUE,4,50,1,401
250,1,10,1,TRUE,4,50,1,416
500,1,10,1,TRUE,4,50,1,472
1000,1,10,1,TRUE,4,50,0,NA
250,3,10,1,TRUE,4,50,1,385
500,3,10,1,TRUE,4,50,1,421
1000,3,10,1,TRUE,4,50,1,408
250,5,10,1,TRUE,4,50,1,358
500,5,10,1,TRUE,4,50,1,411
1000,5,10,1,TRUE,4,50,1,490
250,10,10,1,TRUE,4,50,1,404
500,10,10,1,TRUE,4,50,1,367
1000,10,10,1,TRUE,4,50,1,463
250,1,3,0,FALSE,4,50,1,308
500,1,3,0,FALSE,4,50,1,337
1000,1,3,0,FALSE,4,50,1,341
250,3,3,0,FALSE,4,50,1,396
500,3,3,0,FALSE,4,50,1,349
1000,3,3,0,FALSE,4,50,1,379
250,5,3,0,FALSE,4,50,1,378
500,5,3,0,FALSE,4,50,1,374
1000,5,3,0,FALSE,4,50,1,367
250,10,3,0,FALSE,4,50,1,421
500,10,3,0,FALSE,4,50,1,427
1000,10,3,0,FALSE,4,50,0,NA
250,1,6,0,FALSE,4,50,1,382
500,1,6,0,FALSE,4,50,1,373
1000,1,6,0,FALSE,4,50,1,325
250,3,6,0,FALSE,4,50,1,406
500,3,6,0,FALSE,4,50,1,443
1000,3,6,0,FALSE,4,50,1,469
250,5,6,0,FALSE,4,50,1,448
500,5,6,0,FALSE,4,50,1,476
1000,5,6,0,FALSE,4,50,1,481
250,10,6,0,FALSE,4,50,0,NA
500,10,6,0,FALSE,4,50,0,NA
1000,10,6,0,FALSE,4,50,0,NA
250,1,10,0,FALSE,4,50,1,369
500,1,10,0,FALSE,4,50,1,442
1000,1,10,0,FALSE,4,50,1,403
250,3,10,0,FALSE,4,50,1,445
500,3,10,0,FALSE,4,50,1,467
1000,3,10,0,FALSE,4,50,0,NA
250,5,10,0,FALSE,4,50,0,NA
500,5,10,0,FALSE,4,50,0,NA
1000,5,10,0,FALSE,4,50,0,NA
250,10,10,0,FALSE,4,50,0,NA
500,10,10,0,FALSE,4,50,0,NA
1000,10,10,0,FALSE,4,50,0,NA
250,1,3,0.25,FALSE,4,50,1,324
500,1,3,0.25,FALSE,4,50,1,303
1000,1,3,0.25,FALSE,4,50,1,350
250,3,3,0.25,FALSE,4,50,1,347
500,3,3,0.25,FALSE,4,50,1,327
1000,3,3,0.25,FALSE,4,50,1,407
250,5,3,0.25,FALSE,4,50,1,352
500,5,3,0.25,FALSE,4,50,1,415
1000,5,3,0.25,FALSE,4,50,1,363
250,10,3,0.25,FALSE,4,50,1,382
500,10,3,0.25,FALSE,4,50,1,475
1000,10,3,0.25,FALSE,4,50,0,NA
250,1,6,0.25,FALSE,4,50,1,329
500,1,6,0.25,FALSE,4,50,1,370
1000,1,6,0.25,FALSE,4,50,1,341
250,3,6,0.25,FALSE,4,50,1,402
500,3,6,0.25,FALSE,4,50,1,381
1000,3,6,0.25,FALSE,4,50,1,425
250,5,6,0.25,FALSE,4,50,1,406
500,5,6,0.25,FALSE,4,50,0,NA
1000,5,6,0.25,FALSE,4,50,1,451
250,10,6,0.25,FALSE,4,50,1,454
500,10,6,0.25,FALSE,4,50,0,NA
1000,10,6,0.25,FALSE,4,50,0,NA
250,1,10,0.25,FALSE,4,50,1,377
500,1,10,0.25,FALSE,4,50,1,483
1000,1,10,0.25,FALSE,4,50,1,452
250,3,10,0.25,FALSE,4,50,0,NA
500,3,10,0.25,FALSE,4,50,1,404
1000,3,10,0.25,FALSE,4,50,0,NA
250,5,10,0.25,FALSE,4,50,0,NA
500,5,10,0.25,FALSE,4,50,0,NA
1000,5,10,0.25,FALSE,4,50,0,NA
250,10,10,0.25,FALSE,4,50,0,NA
500,10,10,0.25,FALSE,4,50,0,NA
1000,10,10,0.25,FALSE,4,50,0,NA
250,1,3,0.5,FALSE,4,50,1,302
500,1,3,0.5,FALSE,4,50,1,360
1000,1,3,0.5,FALSE,4,50,1,329
250,3,3,0.5,FALSE,4,50,1,313
500,3,3,0.5,FALSE,4,50,1,330
1000,3,3,0.5,FALSE,4,50,1,322
250,5,3,0.5,FALSE,4,50,1,285
500,5,3,0.5,FALSE,4,50,1,320
1000,5,3,0.5,FALSE,4,50,1,368
250,10,3,0.5,FALSE,4,50,1,397
500,10,3,0.5,FALSE,4,50,1,377
1000,10,3,0.5,FALSE,4,50,1,366
250,1,6,0.5,FALSE,4,50,1,307
500,1,6,0.5,FALSE,4,50,1,352
1000,1,6,0.5,FALSE,4,50,1,402
250,3,6,0.5,FALSE,4,50,1,302
500,3,6,0.5,FALSE,4,50,1,355
1000,3,6,0.5,FALSE,4,50,1,436
250,5,6,0.5,FALSE,4,50,1,312
500,5,6,0.5,FALSE,4,50,1,385
1000,5,6,0.5,FALSE,4,50,1,369
250,10,6,0.5,FALSE,4,50,1,391
500,10,6,0.5,FALSE,4,50,1,435
1000,10,6,0.5,FALSE,4,50,1,404
250,1,10,0.5,FALSE,4,50,1,470
500,1,10,0.5,FALSE,4,50,1,399
1000,1,10,0.5,FALSE,4,50,1,410
250,3,10,0.5,FALSE,4,50,1,422
500,3,10,0.5,FALSE,4,50,1,397
1000,3,10,0.5,FALSE,4,50,1,478
250,5,10,0.5,FALSE,4,50,1,443
500,5,10,0.5,FALSE,4,50,1,446
1000,5,10,0.5,FALSE,4,50,1,432
250,10,10,0.5,FALSE,4,50,1,373
500,10,10,0.5,FALSE,4,50,1,444
1000,10,10,0.5,FALSE,4,50,0,NA
250,1,3,1,FALSE,4,50,1,316
500,1,3,1,FALSE,4,50,1,327
1000,1,3,1,FALSE,4,50,1,361
250,3,3,1,FALSE,4,50,1,315
500,3,3,1,FALSE,4,50,1,323
1000,3,3,1,FALSE,4,50,1,371
250,5,3,1,FALSE,4,50,1,306
500,5,3,1,FALSE,4,50,1,310
1000,5,3,1,FALSE,4,50,1,382
250,10,3,1,FALSE,4,50,1,353
500,10,3,1,FALSE,4,50,1,326
1000,10,3,1,FALSE,4,50,1,356
250,1,6,1,FALSE,4,50,1,346
500,1,6,1,FALSE,4,50,1,345
1000,1,6,1,FALSE,4,50,1,415
250,3,6,1,FALSE,4,50,1,352
500,3,6,1,FALSE,4,50,1,348
1000,3,6,1,FALSE,4,50,1,395
250,5,6,1,FALSE,4,50,1,325
500,5,6,1,FALSE,4,50,1,360
1000,5,6,1,FALSE,4,50,1,431
250,10,6,1,FALSE,4,50,1,359
500,10,6,1,FALSE,4,50,1,407
1000,10,6,1,FALSE,4,50,1,377
250,1,10,1,FALSE,4,50,1,408
500,1,10,1,FALSE,4,50,1,405
1000,1,10,1,FALSE,4,50,1,430
250,3,10,1,FALSE,4,50,1,373
500,3,10,1,FALSE,4,50,1,389
1000,3,10,1,FALSE,4,50,1,427
250,5,10,1,FALSE,4,50,1,389
500,5,10,1,FALSE,4,50,1,476
1000,5,10,1,FALSE,4,50,1,402
250,10,10,1,FALSE,4,50,1,359
500,10,10,1,FALSE,4,50,1,384
1000,10,10,1,FALSE,4,50,1,448
250,1,3,0,TRUE,1,1,1,316
500,1,3,0,TRUE,1,1,1,316
1000,1,3,0,TRUE,1,1,1,352
250,3,3,0,TRUE,1,1,1,338
500,3,3,0,TRUE,1,1,1,310
1000,3,3,0,TRUE,1,1,1,360
250,5,3,0,TRUE,1,1,1,346
500,5,3,0,TRUE,1,1,1,309
1000,5,3,0,TRUE,1,1,1,361
250,10,3,0,TRUE,1,1,1,367
500,10,3,0,TRUE,1,1,1,403
1000,10,3,0,TRUE,1,1,1,386
250,1,6,0,TRUE,1,1,1,398
500,1,6,0,TRUE,1,1,1,376
1000,1,6,0,TRUE,1,1,1,398
250,3,6,0,TRUE,1,1,1,363
500,3,6,0,TRUE,1,1,1,445
1000,3,6,0,TRUE,1,1,1,402
250,5,6,0,TRUE,1,1,1,438
500,5,6,0,TRUE,1,1,1,334
1000,5,6,0,TRUE,1,1,1,394
250,10,6,0,TRUE,1,1,0,NA
500,10,6,0,TRUE,1,1,1,400
1000,10,6,0,TRUE,1,1,1,499
250,1,10,0,TRUE,1,1,1,378
500,1,10,0,TRUE,1,1,1,407
1000,1,10,0,TRUE,1,1,1,399
250,3,10,0,TRUE,1,1,1,431
500,3,10,0,TRUE,1,1,1,497
1000,3,10,0,TRUE,1,1,1,473
250,5,10,0,TRUE,1,1,1,393
500,5,10,0,TRUE,1,1,1,404
1000,5,10,0,TRUE,1,1,1,485
250,10,10,0,TRUE,1,1,0,NA
500,10,10,0,TRUE,1,1,0,NA
1000,10,10,0,TRUE,1,1,0,NA
250,1,3,0.25,TRUE,1,1,1,316
500,1,3,0.25,TRUE,1,1,1,300
1000,1,3,0.25,TRUE,1,1,1,350
250,3,3,0.25,TRUE,1,1,1,319
500,3,3,0.25,TRUE,1,1,1,387
1000,3,3,0.25,TRUE,1,1,1,376
250,5,3,0.25,TRUE,1,1,1,381
500,5,3,0.25,TRUE,1,1,1,345
1000,5,3,0.25,TRUE,1,1,1,477
250,10,3,0.25,TRUE,1,1,1,335
500,10,3,0.25,TRUE,1,1,1,425
1000,10,3,0.25,TRUE,1,1,1,423
250,1,6,0.25,TRUE,1,1,1,345
500,1,6,0.25,TRUE,1,1,1,342
1000,1,6,0.25,TRUE,1,1,1,393
250,3,6,0.25,TRUE,1,1,1,369
500,3,6,0.25,TRUE,1,1,0,NA
1000,3,6,0.25,TRUE,1,1,0,NA
250,5,6,0.25,TRUE,1,1,1,445
500,5,6,0.25,TRUE,1,1,1,465
1000,5,6,0.25,TRUE,1,1,0,NA
250,10,6,0.25,TRUE,1,1,0,NA
500,10,6,0.25,TRUE,1,1,0,NA
1000,10,6,0.25,TRUE,1,1,0,NA
250,1,10,0.25,TRUE,1,1,1,461
500,1,10,0.25,TRUE,1,1,1,461
1000,1,10,0.25,TRUE,1,1,1,450
250,3,10,0.25,TRUE,1,1,1,428
500,3,10,0.25,TRUE,1,1,0,NA
1000,3,10,0.25,TRUE,1,1,0,NA
250,5,10,0.25,TRUE,1,1,0,NA
500,5,10,0.25,TRUE,1,1,0,NA
1000,5,10,0.25,TRUE,1,1,0,NA
250,10,10,0.25,TRUE,1,1,0,NA
500,10,10,0.25,TRUE,1,1,0,NA
1000,10,10,0.25,TRUE,1,1,0,NA
250,1,3,0.5,TRUE,1,1,1,286
500,1,3,0.5,TRUE,1,1,1,388
1000,1,3,0.5,TRUE,1,1,1,362
250,3,3,0.5,TRUE,1,1,1,394
500,3,3,0.5,TRUE,1,1,1,492
1000,3,3,0.5,TRUE,1,1,0,NA
250,5,3,0.5,TRUE,1,1,1,362
500,5,3,0.5,TRUE,1,1,1,394
1000,5,3,0.5,TRUE,1,1,0,NA
250,10,3,0.5,TRUE,1,1,1,437
500,10,3,0.5,TRUE,1,1,0,NA
1000,10,3,0.5,TRUE,1,1,0,NA
250,1,6,0.5,TRUE,1,1,1,336
500,1,6,0.5,TRUE,1,1,1,413
1000,1,6,0.5,TRUE,1,1,1,336
250,3,6,0.5,TRUE,1,1,1,393
500,3,6,0.5,TRUE,1,1,0,NA
1000,3,6,0.5,TRUE,1,1,0,NA
250,5,6,0.5,TRUE,1,1,0,NA
500,5,6,0.5,TRUE,1,1,0,NA
1000,5,6,0.5,TRUE,1,1,0,NA
250,10,6,0.5,TRUE,1,1,1,416
500,10,6,0.5,TRUE,1,1,0,NA
1000,10,6,0.5,TRUE,1,1,0,NA
250,1,10,0.5,TRUE,1,1,1,369
500,1,10,0.5,TRUE,1,1,1,412
1000,1,10,0.5,TRUE,1,1,1,394
250,3,10,0.5,TRUE,1,1,0,NA
500,3,10,0.5,TRUE,1,1,0,NA
1000,3,10,0.5,TRUE,1,1,0,NA
250,5,10,0.5,TRUE,1,1,0,NA
500,5,10,0.5,TRUE,1,1,0,NA
1000,5,10,0.5,TRUE,1,1,0,NA
250,10,10,0.5,TRUE,1,1,1,456
500,10,10,0.5,TRUE,1,1,0,NA
1000,10,10,0.5,TRUE,1,1,0,NA
250,1,3,1,TRUE,1,1,1,332
500,1,3,1,TRUE,1,1,1,338
1000,1,3,1,TRUE,1,1,1,327
250,3,3,1,TRUE,1,1,1,260
500,3,3,1,TRUE,1,1,1,298
1000,3,3,1,TRUE,1,1,1,353
250,5,3,1,TRUE,1,1,1,309
500,5,3,1,TRUE,1,1,1,353
1000,5,3,1,TRUE,1,1,1,378
250,10,3,1,TRUE,1,1,1,338
500,10,3,1,TRUE,1,1,1,324
1000,10,3,1,TRUE,1,1,1,344
250,1,6,1,TRUE,1,1,1,370
500,1,6,1,TRUE,1,1,1,379
1000,1,6,1,TRUE,1,1,1,409
250,3,6,1,TRUE,1,1,1,298
500,3,6,1,TRUE,1,1,1,384
1000,3,6,1,TRUE,1,1,1,347
250,5,6,1,TRUE,1,1,1,342
500,5,6,1,TRUE,1,1,1,402
1000,5,6,1,TRUE,1,1,1,404
250,10,6,1,TRUE,1,1,1,404
500,10,6,1,TRUE,1,1,1,362
1000,10,6,1,TRUE,1,1,1,415
250,1,10,1,TRUE,1,1,1,459
500,1,10,1,TRUE,1,1,1,376
1000,1,10,1,TRUE,1,1,1,432
250,3,10,1,TRUE,1,1,1,366
500,3,10,1,TRUE,1,1,1,357
1000,3,10,1,TRUE,1,1,1,422
250,5,10,1,TRUE,1,1,1,374
500,5,10,1,TRUE,1,1,1,464
1000,5,10,1,TRUE,1,1,1,469
250,10,10,1,TRUE,1,1,1,341
500,10,10,1,TRUE,1,1,1,424
1000,10,10,1,TRUE,1,1,1,471
250,1,3,0,FALSE,1,1,1,348
500,1,3,0,FALSE,1,1,1,311
1000,1,3,0,FALSE,1,1,1,374
250,3,3,0,FALSE,1,1,1,333
500,3,3,0,FALSE,1,1,1,347
1000,3,3,0,FALSE,1,1,1,358
250,5,3,0,FALSE,1,1,1,330
500,5,3,0,FALSE,1,1,1,360
1000,5,3,0,FALSE,1,1,1,366
250,10,3,0,FALSE,1,1,1,385
500,10,3,0,FALSE,1,1,1,426
1000,10,3,0,FALSE,1,1,1,414
250,1,6,0,FALSE,1,1,1,394
500,1,6,0,FALSE,1,1,1,378
1000,1,6,0,FALSE,1,1,1,433
250,3,6,0,FALSE,1,1,1,414
500,3,6,0,FALSE,1,1,1,384
1000,3,6,0,FALSE,1,1,1,401
250,5,6,0,FALSE,1,1,1,457
500,5,6,0,FALSE,1,1,1,405
1000,5,6,0,FALSE,1,1,1,434
250,10,6,0,FALSE,1,1,1,404
500,10,6,0,FALSE,1,1,1,466
1000,10,6,0,FALSE,1,1,1,459
250,1,10,0,FALSE,1,1,1,374
500,1,10,0,FALSE,1,1,1,451
1000,1,10,0,FALSE,1,1,1,484
250,3,10,0,FALSE,1,1,1,418
500,3,10,0,FALSE,1,1,0,NA
1000,3,10,0,FALSE,1,1,0,NA
250,5,10,0,FALSE,1,1,1,440
500,5,10,0,FALSE,1,1,0,NA
1000,5,10,0,FALSE,1,1,0,NA
250,10,10,0,FALSE,1,1,1,438
500,10,10,0,FALSE,1,1,1,460
1000,10,10,0,FALSE,1,1,0,NA
250,1,3,0.25,FALSE,1,1,1,320
500,1,3,0.25,FALSE,1,1,1,327
1000,1,3,0.25,FALSE,1,1,1,360
250,3,3,0.25,FALSE,1,1,1,323
500,3,3,0.25,FALSE,1,1,1,329
1000,3,3,0.25,FALSE,1,1,1,360
250,5,3,0.25,FALSE,1,1,1,331
500,5,3,0.25,FALSE,1,1,1,317
1000,5,3,0.25,FALSE,1,1,1,339
250,10,3,0.25,FALSE,1,1,1,315
500,10,3,0.25,FALSE,1,1,1,367
1000,10,3,0.25,FALSE,1,1,1,345
250,1,6,0.25,FALSE,1,1,1,292
500,1,6,0.25,FALSE,1,1,1,358
1000,1,6,0.25,FALSE,1,1,1,384
250,3,6,0.25,FALSE,1,1,1,318
500,3,6,0.25,FALSE,1,1,1,379
1000,3,6,0.25,FALSE,1,1,1,401
250,5,6,0.25,FALSE,1,1,1,372
